"Name"
"Campanula portenschlagiana"
"Campanula poscharskyana"
"Campanula fenestrellata"
"Campanula garganica"
"Legousia speculum-veneris"
"Legousia hybrida"
"Phyteuma ×adulterinum"
"Phyteuma spicatum"
"Phyteuma spicatum"
"Phyteuma spicatum"
"Phyteuma nigrum"
"Phyteuma orbiculare"
"Phyteuma orbiculare"
"Phyteuma orbiculare"
"Jasione montana"
"Jasione laevis"
"Lobelia erinus"
"Lobelia sessilifolia"
"Lobelia siphilitica"
"Lobelia pedunculata"
"Lobelia dortmanna"
"Lobelia urens"
"Menyanthes trifoliata"
"Nymphoides peltata"
"Prenanthes purpurea"
"Echinacea purpurea"
"Acmella oleracea"
"Ageratina altissima"
"Ageratum houstonianum"
"Amberboa moschata"
"Anaphalis margaritacea"
"Anaphalis triplinervis"
"Argyranthemum frutescens"
"Callistephus chinensis"
"Cynara cardunculus"
"Cynara scolymus"
"Dendranthema indicum"
"Dendranthema ×grandiflorum"
"Dimorphotheca pluvialis"
"Eurybia divaricata"
"Euthamia graminifolia"
"Eutrochium maculatum"
"Eutrochium purpureum"
"Helenium ×clementii"
"Heliopsis helianthoides"
"Heteranthemis viscidehirta"
"Leptinella dispersa"
"Leucanthemella serotina"
"Liatris spicata"
"Ligularia dentata"
"Ligularia przewalskii"
"Mauranthemum paludosum"
"Melampodium montanum"
"Melampodium perfoliatum"
"Osteospermum jucundum"
"Psephellus dealbatus"
"Santolina chamaecyparissus"
"Sinacalia tangutica"
"Tithonia rotundifolia"
"Verbesina alternifolia"
"Verbesina encelioides"
"Vernonia fasciculata"
"Zinnia elegans"
"Limbarda crithmoides"
"Acanthospermum hispidum"
"Adenostyles alliariae"
"Amphiachyris dracunculoides"
"Anacyclus clavatus"
"Anacyclus radiatus"
"Andryala integrifolia"
"Arctotheca calendula"
"Calotis cuneifolia"
"Catananche caerulea"
"Cladanthus mixtus"
"Eclipta prostrata"
"Emilia fosbergii"
"Gamochaeta pennsylvanica"
"Grindelia squarrosa"
"Gutenbergia rueppellii"
"Notobasis syriaca"
"Oncosiphon piluliferum"
"Parthenium hysterophorus"
"Rhagadiolus stellatus"
"Rhaponticum repens"
"Schkuhria pinnata"
"Schkuhria pinnata"
"Schkuhria pinnata"
"Scolymus maculatus"
"Silphium perfoliatum"
"Eupatorium perfoliatum"
"Eupatorium cannabinum"
"Solidago altissima"
"Solidago virgaurea"
"Solidago gigantea"
"Solidago gigantea"
"Solidago gigantea"
"Solidago canadensis"
"Bellis perennis"
"Tripolium pannonicum"
"Tripolium pannonicum"
"Tripolium pannonicum"
"Galatella linosyris"
"Aster amellus"
"Aster ageratoides"
"Symphyotrichum dumosum"
"Symphyotrichum ericoides"
"Symphyotrichum ciliatum"
"Symphyotrichum pilosum"
"Symphyotrichum lateriflorum"
"Symphyotrichum subulatum"
"Symphyotrichum subulatum"
"Symphyotrichum novae-angliae"
"Symphyotrichum novi-belgii"
"Symphyotrichum laeve"
"Symphyotrichum versicolor"
"Symphyotrichum salignum"
"Symphyotrichum lanceolatum"
"Symphyotrichum tradescantii"
"Symphyotrichum ontarionis"
"Erigeron ×flahaultianus"
"Erigeron ×huelsenii"
"Erigeron acris"
"Erigeron acris"
"Erigeron acris"
"Erigeron annuus"
"Erigeron annuus"
"Erigeron annuus"
"Erigeron annuus"
"Erigeron karvinskianus"
"Erigeron canadensis"
"Erigeron sumatrensis"
"Erigeron bonariensis"
"Erigeron bilbaoanus"
"Erigeron floribundus"
"Baccharis halimifolia"
"Bombycilaena erecta"
"Filago pyramidata"
"Filago germanica"
"Filago lutescens"
"Filago neglecta"
"Filago arvensis"
"Logfia gallica"
"Logfia minima"
"Antennaria dioica"
"Gnaphalium sylvaticum"
"Gnaphalium uliginosum"
"Laphangium luteoalbum"
"Helichrysum arenarium"
"Helichrysum bracteatum"
"Helichrysum italicum"
"Helichrysum petiolare"
"Inula conyzae"
"Inula helenium"
"Inula racemosa"
"Inula britannica"
"Inula salicina"
"Dittrichia graveolens"
"Dittrichia viscosa"
"Pulicaria arabica"
"Pulicaria vulgaris"
"Pulicaria dysenterica"
"Buphthalmum salicifolium"
"Telekia speciosa"
"Ambrosia psilostachya"
"Ambrosia psilostachya"
"Ambrosia psilostachya"
"Ambrosia artemisiifolia"
"Ambrosia trifida"
"Xanthium spinosum"
"Xanthium strumarium"
"Xanthium orientale"
"Xanthium saccharatum"
"Xanthium albinum"
"Xanthium albinum"
"Xanthium albinum"
"Xanthium chinense"
"Iva xanthiifolia"
"Iva annua"
"Guizotia abyssinica"
"Guizotia scabra"
"Coreopsis lanceolata"
"Coreopsis verticillata"
"Coreopsis tinctoria"
"Rudbeckia laciniata"
"Rudbeckia fulgida"
"Rudbeckia hirta"
"Helianthus decapetalus"
"Helianthus strumosus"
"Helianthus strumosus"
"Helianthus debilis"
"Helianthus maximiliani"
"Helianthus salicifolius"
"Helianthus annuus"
"Helianthus annuus"
"Helianthus annuus"
"Helianthus tuberosus"
"Helianthus ×laetiflorus"
"Helianthus rigidus"
"Cosmos bipinnatus"
"Bidens triplinervia"
"Bidens triplinervia"
"Bidens pilosa"
"Bidens subalternans"
"Bidens vulgata"
"Bidens cernua"
"Bidens connata"
"Bidens frondosa"
"Bidens frondosa"
"Bidens frondosa"
"Bidens radiata"
"Bidens tripartita"
"Bidens tripartita"
"Galinsoga parviflora"
"Galinsoga quadriradiata"
"Tagetes minuta"
"Tagetes erecta"
"Tagetes patula"
"Tagetes tenuifolia"
"Gaillardia ×grandiflora"
"Gaillardia aristata"
"Gaillardia pulchella"
"Anthemis ruthenica"
"Anthemis arvensis"
"Anthemis cotula"
"Cota altissima"
"Cota austriaca"
"Cota tinctoria"
"Chamaemelum nobile"
"Achillea ageratum"
"Achillea cartilaginea"
"Achillea filipendulina"
"Achillea maritima"
"Achillea ptarmica"
"Achillea nobilis"
"Achillea millefolium"
"Achillea millefolium"
"Matricaria discoidea"
"Matricaria chamomilla"
"Matricaria chamomilla"
"Tripleurospermum decipiens"
"Tripleurospermum maritimum"
"Tripleurospermum inodorum"
"Glebionis segetum"
"Glebionis coronaria"
"Leucanthemum vulgare"
"Leucanthemum ircutianum"
"Leucanthemum ×superbum"
"Leucanthemum lacustre"
"Leucanthemum maximum"
"Tanacetum coccineum"
"Tanacetum macrophyllum"
"Tanacetum vulgare"
"Tanacetum vulgare"
"Tanacetum parthenium"
"Tanacetum corymbosum"
"Tanacetum balsamita"
"Cotula coronopifolia"
"Cotula australis"
"Cotula turbinata"
"Soliva sessilis"
"Artemisia abrotanum"
"Artemisia dracunculus"
"Artemisia ludoviciana"
"Artemisia austriaca"
"Artemisia scoparia"
"Artemisia sieversiana"
"Artemisia absinthium"
"Artemisia vulgaris"
"Artemisia verlotiorum"
"Artemisia princeps"
"Artemisia campestris"
"Artemisia campestris"
"Artemisia campestris"
"Artemisia maritima"
"Artemisia alba"
"Artemisia alba"
"Artemisia alba"
"Artemisia annua"
"Artemisia biennis"
"Tussilago farfara"
"Petasites pyrenaicus"
"Petasites hybridus"
"Petasites albus"
"Petasites japonicus"
"Arnica montana"
"Tephroseris palustris"
"Tephroseris helenitis"
"Senecio ×londinensis"
"Senecio ×pseudovernalis"
"Senecio ×viscidulus"
"Senecio sarracenicus"
"Senecio ovatus"
"Senecio ovatus"
"Senecio ovatus"
"Senecio ×herborgii"
"Senecio hercynicus"
"Senecio vulgaris"
"Senecio vulgaris"
"Senecio vulgaris"
"Senecio viscosus"
"Senecio sylvaticus"
"Senecio vernalis"
"Senecio squalidus"
"Senecio inaequidens"
"Jacobaea ×albescens"
"Jacobaea ×ostenfeldii"
"Jacobaea paludosa"
"Jacobaea paludosa"
"Jacobaea paludosa"
"Jacobaea maritima"
"Jacobaea erucifolia"
"Jacobaea vulgaris"
"Jacobaea vulgaris"
"Jacobaea vulgaris"
"Jacobaea vulgaris"
"Jacobaea aquatica"
"Jacobaea aquatica"
"Jacobaea aquatica"
"Doronicum plantagineum"
"Doronicum pardalianches"
"Doronicum columnae"
"Doronicum ×willdenowii"
"Doronicum austriacum"
"Doronicum ×excelsum"
"Calendula officinalis"
"Calendula arvensis"
"Echinops exaltatus"
"Echinops sphaerocephalus"
"Echinops bannaticus"
"Carlina vulgaris"
"Carlina vulgaris"
"Arctium ×nothum"
"Arctium ×nothum"
"Arctium ×nothum"
"Arctium ×scanicum"
"Arctium ×ambiguum"
"Arctium ×mixtum"
"Arctium ×maasii"
"Arctium ×mixtum"
"Arctium ×mixtum"
"Arctium ×neumanii"
"Arctium tomentosum"
"Arctium lappa"
"Arctium nemorosum"
"Arctium minus"
"Arctium minus"
"Arctium minus"
"Arctium minus"
"Carduus nigrescens"
"Carduus pycnocephalus"
"Carduus ×leptocephalus"
"Carduus ×stangii"
"Carduus tenuiflorus"
"Carduus nutans"
"Carduus nutans"
"Carduus nutans"
"Carduus acanthoides"
"Carduus crispus"
"Carduus crispus"
"Carduus crispus"
"Cirsium ×rigens"
"Cirsium ×medium"
"Cirsium ×reichenbachianum"
"Cirsium ×pulchrum"
"Cirsium ×forsteri"
"Cirsium ×gerhardtii"
"Cirsium ×hybridum"
"Cirsium ×braunii"
"Cirsium ×semidecurrens"
"Cirsium ×subalpinum"
"Cirsium ×subspinuligerum"
"Cirsium oleraceum"
"Cirsium vulgare"
"Cirsium eriophorum"
"Cirsium eriophorum"
"Cirsium eriophorum"
"Cirsium acaulon"
"Cirsium acaulon"
"Cirsium acaulon"
"Cirsium canum"
"Cirsium heterophyllum"
"Cirsium dissectum"
"Cirsium tuberosum"
"Cirsium palustre"
"Cirsium rivulare"
"Cirsium arvense"
"Cirsium arvense"
"Cirsium arvense"
"Cirsium arvense"
"Silybum marianum"
"Onopordum acanthium"
"Onopordum macracanthum"
"Onopordum tauricum"
"Onopordum ×beckianum"
"Onopordum illyricum"
"Serratula tinctoria"
"Centaurea benedicta"
"Centaurea calocephala"
"Centaurea diffusa"
"Centaurea diluta"
"Centaurea hyalolepis"
"Centaurea macrocephala"
"Centaurea melitensis"
"Centaurea pectinata"
"Centaurea ×varnensis"
"Centaurea solstitialis"
"Centaurea calcitrapa"
"Centaurea stoebe"
"Centaurea stoebe"
"Centaurea scabiosa"
"Centaurea aspera"
"Centaurea jacea"
"Centaurea jacea"
"Centaurea jacea"
"Centaurea jacea"
"Centaurea ×gerstlaueri"
"Centaurea nigrescens"
"Centaurea nigra"
"Centaurea decipiens"
"Cyanus montanus"
"Cyanus segetum"
"Carthamus tinctorius"
"Carthamus lanatus"
"Cichorium intybus"
"Cichorium intybus"
"Cichorium intybus"
"Cichorium intybus"
"Cichorium endivia"
"Cichorium endivia"
"Cichorium endivia"
"Cichorium calvum"
"Cichorium pumilum"
"Lapsana communis"
"Lapsana communis"
"Lapsana communis"
"Arnoseris minima"
"Hypochaeris maculata"
"Hypochaeris glabra"
"Hypochaeris radicata"
"Hypochaeris radicata"
"Hypochaeris radicata"
"Leontodon saxatilis"
"Leontodon hispidus"
"Leontodon hispidus"
"Leontodon hispidus"
"Leontodon hispidus"
"Leontodon hispidus"
"Leontodon hispidus"
"Leontodon hispidus"
"Leontodon hispidus"
"Scorzoneroides autumnalis"
"Picris hieracioides"
"Helminthotheca echioides"
"Tragopogon ×mirabilis"
"Tragopogon dubius"
"Tragopogon dubius"
"Tragopogon dubius"
"Tragopogon pratensis"
"Tragopogon pratensis"
"Tragopogon pratensis"
"Tragopogon pratensis"
"Tragopogon porrifolius"
"Scorzonera humilis"
"Scorzonera hispanica"
"Podospermum laciniatum"
"Chondrilla latifolia"
"Chondrilla juncea"
"Taraxacum obliquum"
"Taraxacum argutum"
"Taraxacum taeniatum"
"Taraxacum parnassicum"
"Taraxacum agaurum"
"Taraxacum rubicundum"
"Taraxacum dunense"
"Taraxacum grootii"
"Taraxacum clemens"
"Taraxacum scanicum"
"Taraxacum discretum"
"Taraxacum lacistophyllum"
"Taraxacum brachyglossum"
"Taraxacum proximum"
"Taraxacum tanyolobum"
"Taraxacum brakelii"
"Taraxacum fulviforme"
"Taraxacum glauciniforme"
"Taraxacum lacistophylloides"
"Taraxacum tortilobum"
"Taraxacum perincisum"
"Taraxacum pauckertianum"
"Taraxacum multilepis"
"Taraxacum palustre"
"Taraxacum gelricum"
"Taraxacum aginnense"
"Taraxacum delanghei"
"Taraxacum ciliare"
"Taraxacum udum"
"Taraxacum multilepis"
"Taraxacum anglicum"
"Taraxacum hollandicum"
"Taraxacum balticiforme"
"Taraxacum frisicum"
"Taraxacum neoaellenii"
"Taraxacum nordstedtii"
"Taraxacum frugale"
"Taraxacum hygrophilum"
"Taraxacum duvigneaudii"
"Taraxacum zevenbergenii"
"Taraxacum reichlingii"
"Taraxacum cyanolepis"
"Taraxacum alatum"
"Taraxacum ancistrolobum"
"Taraxacum croceiflorum"
"Taraxacum sellandii"
"Taraxacum subcyanolepis"
"Taraxacum undulatum"
"Taraxacum ostenfeldii"
"Taraxacum debrayi"
"Taraxacum exsertiforme"
"Taraxacum morulum"
"Taraxacum gelertii"
"Taraxacum copidophyllum"
"Taraxacum angustisquameum"
"Taraxacum acutangulum"
"Taraxacum aequilobum"
"Taraxacum caudatulum"
"Taraxacum dahlstedtii"
"Taraxacum ekmanii"
"Taraxacum polyodon"
"Taraxacum trilobatum"
"Taraxacum undulatiforme"
"Taraxacum atactum"
"Taraxacum marklundii"
"Taraxacum pseudohamatum"
"Taraxacum bracteatum"
"Taraxacum hamatiforme"
"Taraxacum hamatulum"
"Taraxacum hamatum"
"Taraxacum hamiferum"
"Taraxacum kernianum"
"Taraxacum lamprophyllum"
"Taraxacum subericinum"
"Sonchus tenerrimus"
"Sonchus oleraceus"
"Sonchus asper"
"Sonchus asper"
"Sonchus asper"
"Sonchus arvensis"
"Sonchus palustris"
"Lactuca sativa"
"Lactuca perennis"
"Lactuca saligna"
"Lactuca serriola"
"Lactuca serriola"
"Lactuca serriola"
"Lactuca virosa"
"Lactuca muralis"
"Lactuca macrophylla"
"Lactuca macrophylla"
"Lactuca macrophylla"
"Crepis bursifolia"
"Crepis nicaeensis"
"Crepis sancta"
"Crepis foetida"
"Crepis foetida"
"Crepis foetida"
"Crepis setosa"
"Crepis vesicaria"
"Crepis praemorsa"
"Crepis paludosa"
"Crepis pulchra"
"Crepis tectorum"
"Crepis capillaris"
"Crepis biennis"
"Pilosella cymosa"
"Pilosella calodon"
"Pilosella echioides"
"Pilosella auriculoides"
"Pilosella officinarum"
"Pilosella flagellaris"
"Pilosella peleteriana"
"Pilosella lactucella"
"Pilosella aurantiaca"
"Pilosella piloselloides"
"Pilosella zizianum"
"Pilosella caespitosa"
"Pilosella bauhini"
"Hieracium racemosum"
"Hieracium diaphanoides"
"Hieracium laurinum"
"Hieracium onosmoides"
"Hieracium saxifragum"
"Hieracium schmidtii"
"Hieracium glaucinum"
"Hieracium vogesiacum"
"Hieracium wiesbaurianum"
"Hieracium murorum"
"Hieracium bifidum"
"Hieracium fuscocinereum"
"Hieracium lachenalii"
"Hieracium caesium"
"Hieracium maculatum"
"Hieracium pulmonarioides"
"Hieracium amplexicaule"
"Hieracium laevigatum"
"Hieracium umbellatum"
"Hieracium sabaudum"
"Adoxa moschatellina"
"Sambucus ebulus"
"Sambucus nigra"
"Sambucus nigra"
"Sambucus nigra"
"Sambucus nigra"
"Sambucus canadensis"
"Sambucus racemosa"
"Sambucus racemosa"
"Sambucus racemosa"
"Viburnum davidii"
"Viburnum rhytidophyllum"
"Viburnum tinus"
"Viburnum carlesii"
"Viburnum farreri"
"Viburnum plicatum"
"Viburnum ×bodnantense"
"Viburnum grandiflorum"
"Viburnum ×carlcephalum"
"Viburnum macrocephalum"
"Viburnum ×rhytidophylloides"
"Viburnum opulus"
"Viburnum opulus"
"Viburnum lantana"
"Cephalaria alpina"
"Cephalaria syriaca"
"Cephalaria syriaca"
"Cephalaria gigantea"
"Lomelosia stellata"
"Kolkwitzia amabilis"
"Leycesteria formosa"
"Weigela floribunda"
"Lonicera chrysantha"
"Lonicera involucrata"
"Lonicera ledebourii"
"Lonicera maackii"
"Lonicera morrowii"
"Lonicera ×purpusii"
"Lonicera fragrantissima"
"Lonicera standishii"
"Lonicera tatarica"
"Lonicera acuminata"
"Lonicera sempervirens"
"Lonicera ×italica"
"Lonicera etrusca"
"Lonicera periclymenum"
"Lonicera periclymenum"
"Lonicera caprifolium"
"Lonicera xylosteum"
"Lonicera nitida"
"Lonicera nitida"
"Lonicera ligustrina"
"Lonicera pileata"
"Lonicera japonica"
"Symphoricarpos albus"
"Symphoricarpos albus"
"Symphoricarpos orbiculatus"
"Symphoricarpos ×chenaultii"
"Symphoricarpos microphyllus"
"Symphoricarpos ×doorenbosii"
"Dipsacus sativus"
"Dipsacus fullonum"
"Dipsacus laciniatus"
"Dipsacus pilosus"
"Dipsacus strigosus"
"Knautia integrifolia"
"Knautia macedonica"
"Knautia ×sambucifolia"
"Knautia purpurea"
"Knautia arvensis"
"Knautia arvensis"
"Knautia arvensis"
"Knautia dipsacifolia"
"Succisa pratensis"
"Scabiosa columbaria"
"Scabiosa columbaria"
"Scabiosa columbaria"
"Scabiosa atropurpurea"
"Scabiosa lucida"
"Scabiosa ochroleuca"
"Scabiosa caucasica"
"Centranthus ruber"
"Centranthus angustifolius"
"Centranthus ×intermedius"
"Centranthus calcitrapae"
"Valeriana dioica"
"Valeriana officinalis"
"Valeriana officinalis"
"Valeriana officinalis"
"Valeriana officinalis"
"Valeriana officinalis"
"Valerianella carinata"
"Valerianella locusta"
"Valerianella locusta"
"Valerianella dentata"
"Valerianella dentata"
"Valerianella rimosa"
"Valerianella eriocarpa"
"Fatsia japonica"
"Aralia elata"
"Aralia racemosa"
"Hedera colchica"
"Hedera maroccana"
"Hedera helix"
"Hedera helix"
"Hedera hibernica"
"Hydrocotyle sibthorpioides"
"Hydrocotyle verticillata"
"Hydrocotyle vulgaris"
"Hydrocotyle ranunculoides"
"Levisticum officinale"
"Cyclospermum leptophyllum"
"Opopanax chironium"
"Ridolfia segetum"
"Trachyspermum ammi"
"Trinia glauca"
"Eryngium planum"
"Eryngium giganteum"
"Eryngium bourgatii"
"Eryngium campestre"
"Eryngium maritimum"
"Astrantia major"
"Sanicula europaea"
"Myrrhis odorata"
"Chaerophyllum byzantinum"
"Chaerophyllum temulum"
"Chaerophyllum bulbosum"
"Chaerophyllum aureum"
"Anthriscus sylvestris"
"Anthriscus sylvestris"
"Anthriscus nitida"
"Anthriscus cerefolium"
"Anthriscus caucalis"
"Scandix pecten-veneris"
"Scandix balansae"
"Scandix iberica"
"Scandix stellata"
"Torilis africana"
"Torilis leptophylla"
"Torilis nodosa"
"Torilis japonica"
"Torilis arvensis"
"Torilis arvensis"
"Orlaya grandiflora"
"Orlaya daucoides"
"Caucalis platycarpos"
"Turgenia latifolia"
"Coriandrum sativum"
"Bifora radians"
"Bifora testiculata"
"Conium maculatum"
"Bupleurum croceum"
"Bupleurum fruticosum"
"Bupleurum gerardii"
"Bupleurum odontites"
"Bupleurum subovatum"
"Bupleurum falcatum"
"Bupleurum tenuissimum"
"Bupleurum rotundifolium"
"Apium graveolens"
"Apium graveolens"
"Apium graveolens"
"Apium graveolens"
"Helosciadium inundatum"
"Helosciadium repens"
"Helosciadium nodiflorum"
"Helosciadium nodiflorum"
"Helosciadium nodiflorum"
"Petroselinum crispum"
"Petroselinum crispum"
"Petroselinum crispum"
"Sison amomum"
"Sison segetum"
"Cicuta virosa"
"Ammi majus"
"Visnaga daucoides"
"Ptychotis saxifraga"
"Falcaria vulgaris"
"Carum carvi"
"Trocdaris verticillatum"
"Bunium bulbocastanum"
"Conopodium majus"
"Aegopodium podagraria"
"Pimpinella anisum"
"Pimpinella ×intermedia"
"Pimpinella major"
"Pimpinella major"
"Pimpinella major"
"Pimpinella saxifraga"
"Pimpinella saxifraga"
"Pimpinella saxifraga"
"Pimpinella peregrina"
"Sium latifolium"
"Berula erecta"
"Foeniculum vulgare"
"Foeniculum vulgare"
"Anethum graveolens"
"Crithmum maritimum"
"Seseli montanum"
"Seseli annuum"
"Seseli libanotis"
"Seseli libanotis"
"Seseli libanotis"
"Aethusa cynapium"
"Aethusa cynapium"
"Aethusa cynapium"
"Aethusa cynapium"
"Oenanthe aquatica"
"Oenanthe fluviatilis"
"Oenanthe fistulosa"
"Oenanthe silaifolia"
"Oenanthe pimpinelloides"
"Oenanthe lachenalii"
"Oenanthe peucedanifolia"
"Oenanthe crocata"
"Meum athamanticum"
"Angelica sylvestris"
"Angelica sylvestris"
"Angelica sylvestris"
"Angelica archangelica"
"Angelica archangelica"
"Angelica archangelica"
"Selinum carvifolia"
"Silaum silaus"
"Peucedanum gallicum"
"Imperatoria ostruthium"
"Thysselinum palustre"
"Dichoropetalum carvifolia"
"Oreoselinum nigrum"
"Cervaria rivini"
"Pastinaca sativa"
"Pastinaca sativa"
"Pastinaca sativa"
"Pastinaca sativa"
"Pastinaca sativa"
"Pastinaca sativa"
"Heracleum sibiricum"
"Heracleum sphondylium"
"Heracleum sphondylium"
"Heracleum sphondylium"
"Heracleum sphondylium"
"Heracleum mantegazzianum"
"Heracleum laciniatum"
"Tordylium maximum"
"Laserpitium latifolium"
"Laser trilobum"
"Daucus carota"
"Daucus carota"
"Daucus carota"
"Daucus carota"
"Daucus carota"
"Smyrnium perfoliatum"
"Smyrnium olusatrum"
